65,2688345.12738472,229261.21717140,146021,G & N Grocery Deli,G&N Grocery,1438 S 23Rd St,19146,Healthy Corner Store,39.9337140,-75.1829920
66,2703178.18550833,254294.13476440,134042,Garcia Grocery,$,177 E Ontario St,19134,Healthy Corner Store,40.0015490,-75.1268070
67,2699251.19692219,257132.90877831,140129,Garcia Grocery,$,734 W Butler St,19140,Healthy Corner Store,40.0094100,-75.1413530
68,2726934.33690900,265711.20083513,135039,George's Deli,George's Deli,4419 Princeton Ave,19135,Healthy Corner Store,40.0309910,-75.0409899
69,2690247.54708461,229031.96980662,146022,Gil Grocery #2,Wilder St Food Market,1426 S 19th St,19146,Healthy Corner Store,39.9332475,-75.1761781
70,2700165.53382581,258692.96837544,140048,Gomez Grocery,$,4100 N 6Th St,19140,Healthy Corner Store,40.0137368,-75.1375199
71,2702677.97499844,268970.80558581,120031,Gonzalez Grocery,Gonzalez Grocery,5963 N 4Th St,19120,Healthy Corner Store,40.0421760,-75.1270420
72,2708501.68999841,263852.46901351,124036,Gonzalez Mini Market,$,5144 Whitaker Ave,19124,Healthy Corner Store,40.0274379,-75.1074220
73,2688672.48967597,266049.63078484,144013,Green Grocer,$,5810 Greene Stste 1,19144,Healthy Corner Store,37.3016767,-93.2634279
74,2705437.39733943,265041.88728695,120097,Guerrero Grocery,$,5324 Rising Sun Ave,19120,Healthy Corner Store,40.0311949,-75.1180100
75,2694303.86141267,224378.21336697,148032,Hai Yan Grocery,Hai Yan Grocery,2330 S 9th St,19148,Healthy Corner Store,39.9201320,-75.1622120
76,2710486.51676241,256312.22051916,134131,Health Food International,Health Food Internationa,3939 M St,19134,Healthy Corner Store,37.3374211,-120.4783736
77,2704093.31874616,262174.61861334,120112,Hershey's Ice Cream Grocery,Hershey's Ice Cream Groc,146 E. Louden St,19120,Healthy Corner Store,40.0226700,-75.1224290
78,2693707.86332276,241082.68865018,130024,Hot Spot Grocery & Deli,Hot Spot Grocery & Deli,655 N 15th St,19130,Healthy Corner Store,39.9658560,-75.1621150
79,2689184.20376937,263488.75004445,144017,J & J Family Grocery,$,301 W Coutler St,19144,Healthy Corner Store,40.0277980,-75.1762600
80,2682842.26171196,243351.33672205,104011,J & R Food Market,$,3874 Poplar St,19104,Healthy Corner Store,39.9728170,-75.2013030
